id	group	english	Part of Speech: n=noun, v=verb, adj=adjective, adv=adverb, phrase=phrase	comments for translator	Wiktionary	arabic	arabic_comments	bengali	bengali_comments	 chinese_simplified	 chinese_simplified_comments	 chinese_traditional	 chinese_traditional_comments	czech	czech_comments	 danish	danish_comments	 dutch	dutch_comments	 farsi/persian	farsi_comments	 finnish	finnish_comments	 french	french_comments	 german	german_comments	 greek	greek_comments	 hebrew	hebrew_comments	 hindi	hindi_comments	hungarian	hungarian_comments	indonesian	indonesian_comments	 italian	italian_comments	 japanese	 japanese_comments	jaVanese	javanese_comments	 korean	 korean_comments	malay	malay_comments	norwegian	norwegian_comments	 polish	 polish_comments	 portuguese	 portuguese_comments	 portuguese_br	 portuguese_br_comments	 russian	 russian_comments	 spanish	 spanish_comments	 swedish	 swedish_comments	thai	thai_comments	 turkish	turkish_comments	vietnamese	vietnamese_comments	sentinel/internal_id
1001230	Misc	Authentication 																						 D'authentification		 Authentifizierung														 認証情報																		 Autenticación										0
1001240	Misc	Username 																						 Nom d'utilisateur		 Benutzername														 ユーザー名																		 Nombre de usuario										0
1001250	Misc	Display 																						 Affichage		 Anzeige														 表																		 Pantalla										0
1001260	Misc	Warning level 																						 Niveau avertissement		 Warnstufe														 メッセージの次元																		 Nivel de advertencia										0
1001270	Misc	Alert level 																						 Niveau d'alerte		 Alarmstufe														 警報の次元																		 Nivel de alerta										0
1001280	Misc	Source 																						 Source		 Quelle														 原始																		 Fuente										0
1001290	Misc	enter 								 进入																																																										0
1001300	Misc	demo 								 这是一个例子																																																										0
1001310	Misc	Search 				أبحث																		Recherche		Suche																																Buscar						Ara				0
1001320	Misc	Categories 																						Catégories		Kategorien																																Categorías										0
1001330	Misc	Devices 				أجهزة																		Matériels		Geräte																																Dispositivo										0
1001340	Misc	All 				الجميع																		Tout		Alle																																Todo										0
1001350	Misc	Favorites 				المفضل																		Favoris		Favoriten																																Favoritos										0
1001360	Misc	Required 																						Impératif		Benötigt																																Requerido										0
1001370	Misc	Login 																						Login		Anmelden																																Ingresar										0
1001380	Misc	Email 				إ																		Adresse mel		E-Mail																																Email										0
1001390	Misc	Password 				ايميل																		Mot de passe		Passwort	 Kennwort													 パスワード																		Contraseña										0
1001400	Misc	Your Name 				أسمك																		Votre nom		Dein Name																																Tu Nombre										0
1001410	Misc	Register 				تسجيل																		Enregistrer		Registrieren																																Registrarse										0
1001420	Misc	again 				مرة أخرى																		A nouveau		erneut																																otra vez										0
1001430	Misc	Logout 				تسجيل الخروج																		Sortir		Abmelden																																Cerrar Sesión										0
1001440	Misc	Please check your internet connection and try again. 																						Vérifiez votre connexion Internet et essayez à nouveau		Überprüfe Deine Internet-Verbindung und versuche es erneut.																																Por favor revise su conexión de internet y vuelva intentar.										0
1001450	Misc	Retry 				حاول مرة أخرى																		Essayer à nouveau		Erneut versuchen																																Volver a procesa										0
1001460	Misc	Error 				خطأ																		Erreur		Fehler																																Error										0
1001470	Misc	Try Again 				حاول مرة أخرى																		Essayez à nouveau		Noch mal versuchen																																Intente Otra Vez										0
1001480	Misc	Create an Account 																						Créez un compte		Benutzerkonto anlegen																																Crear Una Cuenta										0
1001490	Misc	Logged in as %@ 																						Loggé en tant que %@		Angemeldet als %@																																Ingresado/a como %@										0
1001500	Misc	Search Results 																						Résultats de recherche		Suchergebnisse																																Resultados de la Búsqueda										0
1001510	Misc	No Results Found 																						Pas de résultats trouvés		Suche ohne Ergebnis																																No Hay Resultados										0
1001520	Misc	General Information 				معلومات عامة																		Information générale		Allgemeine Angaben																																Información General										0
1001530	Misc	Loading... 																						Chargement en cours...		Wird geladen...																																Cargando...										0
1001540	Misc	Browse 																						Visualiser		Durchsuchen																																Navegar										0
1001550	Misc	Guides 																						Guides		Anleitungen																																Guías										0
1001560	Misc	Projects 				مشاريع																		Projets		Projekte																																Proyectos										0
1001570	Misc	More Info 																						Information supplémentaire		Weitere Infos																																Más Información										0
1001580	Misc	Answers 																						Réponses		Antworten																																Respuestas										0
1001590	Misc	Back 																						Retour		Zurück																																Retrasar										0
1001600	Misc	Favorite 																						Favori		Favorit																																Favorito										0
1001610	Misc	Downloading																						Chargement en cours		Wird geladen																																Descargando										0
1001620	Misc	Saved 																						Enregistré		Gespeichert																																Guardado										0
1001630	Misc	Step %d 																						Étape %d		Schritt %d																																Paso %d										0
1001640	Misc	Store 		noun - Place to buy things.																				Boutique		Shop																																Tienda										0
1001650	Misc	Okay 																						OK		Okay																																Bueno										0
1001660	Misc	Untitled 																						Sans titre		Unbenannt																																Intitulado										0
1001670	Misc	All fields are required 																						Tous les champs sont requis		Alle Felder müssen ausgefüllt werden																																Todos los campos son obligatorios										0
1001680	Misc	Passwords don't match 																						les mots de passe ne sont pas identiques		Passwörter stimmen nicht überein																																Las contraseñas no coinciden										0
1001690	Misc	Swipe to Begin 																						Glisser pour commencer		Wische um anzufangen																																Deslize para Empezar										0
1001700	Misc	 Home																						 Accueil																																												0
1001710	Misc	 Play																						 Jouer																																												0
1001720	Misc	 Resume																						 Reprendre																																												0
1001730	Misc	 Exit																						 Quitter																																												0
1001740	Misc	 High Score																						 Meilleure score																																												0
1001750	Misc	 Try Again																						 Essaye encore																																												0
1001760	Misc	 Game Over!																						Dommage!																																												0
1001770	Misc	 Score																						 Score																																												0
1001780	Misc	 Lives																						 Vies																																												0
1001790	Misc	 Level																						 Niveau																																												0
1001800	Misc	 Rings																						 Anneaux																																												0
1001810	Misc	 Difficulty																						 Difficulté																																												0
1001820	Misc	Yes																																																																		0
1001830	Misc	No																																																																		0
1001840	Misc	OK																																																																		0
1001850	Misc	Add																																																																		0
1001860	Misc	Insert																																																																		0
1001870	Misc	Project																																																																		0
1001880	Misc	website	n							网站																Webseite												Sito Web																				Sitio Web										0
1001890	Misc	How to Play								游戏说明																Anleitung												Istruzioni																				Como jugar										0
1001900	Misc	About								相关																 Info																																Acerca										0
1001910	Misc	Exit	v							走出																Beenden												Uscire																				Salida										0
1001920	Misc	beer	n							啤酒																Bier												birra																														0
1001930	Misc	game								游戏																Spiel																																										0
1001940	Misc	games																																																																		0
1001950	Misc	bar	n							 酒吧																																																										0
1001960	Misc	pub	n																																																																	0
1001970	Misc	drink								喝酒																Trinken																																										0
1001980	Misc	cell phone																								Handy												telefonino																														0
1001990	Misc	device		Used to mean 'phone'						设备																																																dispositivo										0
1002000	Misc	Correct																																																																		0
1002010	Misc	Incorrect																																																																		0
1002020	Misc	Refresh																						Actualiser		Aktualisieren																																										0
1002030	Misc	Map																						Carte																																												0
1002040	Misc	My location																						Ma position																																												0
1002050	Misc	additional description																								 Weitere Beschreibung																																										0
1002060	Misc	amount																								 Betrag																																										0
1002070	Misc	artist																								 Interpret																																										0
1002080	Misc	at																								 am																																										0
1002090	Misc	author																								 Autor																																										0
1002060	Misc	book																								 Buch																																										0
1002070	Misc	category																								 Kategorie																																										0
1002080	Misc	cd																								 CD																																										0
1002090	Misc	clear																								 Löschen																																										0
1002100	Misc	contact details																								 Kontaktdetails																																										0
1002110	Misc	description																								 Beschreibung																																										0
1002120	Misc	dvd																								 DVD																																										0
1002130	Misc	entries																								 Einträge																																										0
1002140	Misc	entry																								 Eintrag																																										0
1002150	Misc	from																								 von																																										0
1002160	Misc	address book																								Adressbuch																																										0
1002170	Misc	money	n																							 Geld																																										0
1002180	Misc	name	n																							 Name																																										0
1002190	Misc	other																								 Sonstiges																																										0
1002200	Misc	push notification																								 Push Benachrichtigung																																										0
1002210	Misc	show	v																							 Anzeigen																																										0
1002220	Misc	title	n																							 Titel																																										0
1002230	Misc	to																								 an																																										0
1002240	Misc	tool	n																							 Werkzeug																																										0
1002250	Misc	until																								 bis																																										0
1002260	Misc	 Okay				 حسنا				好								Okay						 Ok		 Ok												 Ok		 オーケー				 좋아요								 Ok		 Ok		 Хорошо		 Bueno				ถูก		 Tamam		 Sao		0
1002270	Misc	 No Thanks				 لا شكرا				不，谢谢								 Nee, bedankt						 Non Merci		 Nein Danke												 No grazie		 いいえおかげん				 더 감사하지								 Não, obrigado		 Não, obrigado		 Нет, спасибо		 No, gracias				ไม่ขอบคุณ		 Hayır, teşekkürler		 Không, cảm ơn		0
1002280	Misc	 Close	v			 أغلق				关闭								 Sluiten						 Proche		 Schließen												 Chiudere		 クローズ				 가까운								 Fechar		 Fechar		 Близко		 Cerrar				ปิด		 Yakın		 Đóng		0
1002290	Misc	 Settings				 إعدادات				设置								 Instellingen						 Réglages		 Einstellungen												 Impostazioni		 設定				 설정								 Configurações		 Configurações		 Настройки		 Configuración				การตั้งค่า		 Ayarlar		 Cài đặt		0
1002300	Misc	 Anonymous Analytics				 مجهول الاحصائيات				匿名分析								 Anonieme Statistieken						 Analytics Anonymes		 Anonymous Statistik												 Statistiche anonime		 匿名解析				 익명 분석								 Anônimos Estatísticas		 Anônimos Estatísticas		 Анонимный Аналитика		 Estadísticas Anónimas				สถิติ ที่ไม่เปิดเผยตัว		 Anonim istatistik		 Vô danh Analytics		0
1002310	Misc	Rate On The App Store	phrase			معدل على المتجر				在App Store上率								Rente op de App Store						Noter sur l'App Store		Rate im App Store												Vota su App Store		App Storeでのレート				앱 스토어에 속도								Taxa na App Store		Taxa na App Store		 Оценить на магазин приложений		Cambio en la App Store				อัตราที่ App Store		App Store On oranı		Tỷ lệ trên App Store		0
1002320	Misc	 Restore In-App Purchases	phrase			 استعادة المشتريات في التطبيق،				恢复应用内购买								 Restore In-App Aankopen						 Restaurer Achats In-App		 Wiederherstellen In-App-Käufe												 Ripristina acquisti in-app		 アプリ内購入を復元				 인 - 앱 구매를 복원								 Restaurar In-App Compras		 Restaurar In-App Compras		 Восстановить в приложение покупки		 Restaurar Compras In-App				คืนค่าในการซื้อ App		 In-App satın geri		 Khôi phục mua trong App		0
1002330	Misc	Send Feedback	phrase			أرسل ملاحظاتك				发送反馈								Feedback verzenden						Envoyer un commentaire		Feedback senden												Invia commenti		フィードバックを送信				의견 보내기								Envie seu comentário		Envie seu comentário		 Отправить отзыв		Enviar comentarios				ส่งข้อเสนอแนะ		Geribildirim Gönder		Gửi phản hồi		0
1002340	Misc	 Welcome				 ترحيب				欢迎								 Welkom						 Accueil		 Willkommen												 Benvenuto		 歓迎				 환영								 Boas-vindas		 Boas-vindas		 Добро пожаловать		 Bienvenida				ยินดีต้อนรับ		 Karşılama		 Chào mừng		0
1002350	Time	hour	n			ساعة		ঘন্টা		小时				hodina		time		uur		ساعت		tunti		heure		Stunde		ώρα		שעה		घंटा		óra		jam		ora		時間		jam		시간				time		godzina		hora		hora		час		hora		timme		ชั่วโมง		saat		giờ		0
1002360	Time	minute	n			دقيقة		এক মিনিট সময়		分钟				minuta		minut		minuut		دقیقه		minuutti		minute		Minute		λεπτό		דקה		मिनट		perc		menit		minuto		分		menit		분				minutt		minuta		minuto		minuto		минута		minuto		minut		นาที		dakika		phút		0
1002370	Time	second	n	Unit of time		ثان		দ্বিতীয়		第二				druhý		sekund		tweede		دوم		toinen		deuxième		zweiten		δεύτερος		שני		दूसरा		második		kedua		secondo		2番目の		liyane		초				andre		drugi		segundo		segundo		второй		segundo		andra		ที่สอง		ikinci		thứ hai		0
1002380	Time	day	n			يوم		দিন		天				den		dag		dag		روز		päivä		jour		Tag		ημέρα		יום		दिन		nap		hari		giorno		日		dina		하루				dag		dzień		dia		dia		день		día		dag		วัน		gün		ngày		0
1002390	Time	year	n			سنة		বছর		年				rok		år		jaar		سال		vuosi		année		Jahr		έτος		שנה		वर्ष		év		tahun		anno		年		taun		년				år		rok		ano		ano		год		año		år		ปี		yıl		năm		0
1002400	Time	month	n			شهر		মাস		月				měsíc		måned		maand		ماه		kuukausi		mois		Monat		μήνας		חודש		माह		hónap		bulan		mese		月		sasi		달				måned		miesiąc		mês		mês		месяц		mes		månad		เดือน		ay		tháng		0
1002410	Misc	Network 				شبكة		নেটওয়ার্ক		网络				síť		Netværk		netwerk		شبکه		verkko		réseau		Netzwerk		δίκτυο		רשת		संजाल		hálózat		jaringan		rete		ネットワーク		jaringan		네트워크				nettverk		sieć		rede		rede		сеть		red		Nätverk		เครือข่าย		ağ		mạng		0
1002420	Misc	Version				الإصدار		সংস্করণ		版本				verze		versie	udgave	versie		نسخه		versio		Version		Version		εκδοχή		גרסה		संस्करण		változat		versi		versione		バージョン		versi		버전				versjon		wersja		versão		versão		версия		versión		version		รุ่น		versiyon		phiên bản		0
1002430	Misc	Port																																																																		0
1002440	Misc	IP Address																																																																		0
1002450	Misc	last		Last thing; Last place	http://en.wiktionary.org/wiki/last#Translations																																																															0
1002460	Misc	Test		Test' button action																																																																0
1002470	Misc	Subtitle	n		http://en.wiktionary.org/wiki/Subtitle#Translations																																																															0
1002480	Days of Week	Sunday	n		http://en.wiktionary.org/wiki/Sunday#Translations	الأحد 		রবিবার 		星期日		星期日 		neděle 		søndag 		Zondag		یکشنبه 		sunnuntai 		dimanche		Sonntag		Κυριακή 		יום ראשון 		रविवार 		vasárnap 		Minggu 		domenica		日曜日		Minggu 		일요일 				søndag 		niedziela 						Воскресенье		domingo		söndag 		วันอาทิตย์ 		Pazar		chủ nhật 		0
1002490	Days of Week	Monday	n		http://en.wiktionary.org/wiki/Monday#Translations	الإثنين 		সোমবার 		星期一		星期一 		pondělí 		mandag 		Maandag		دوشنبه 		maanantai 		lundi		Montag		Δευτέρα 		יום שני 		सोमवार 		hétfő 		Senin 		lunedì		月曜日		Senin 		월요일 				mandag 		poniedziałek 						Понедельник		lunes		måndag 		จันทร์ 		Pazartesi		thứ hai 		0
1002500	Days of Week	Tuesday	n		http://en.wiktionary.org/wiki/Tuesday#Translations	الثلاثاء 		মঙ্গলবার 		星期二		星期二 		úterý 		tirsdag 		Dinsdag		سهشنبه 		tiistai 		mardi		Dienstag		Τρίτη 		יום שלישי 		मंगलवार 		kedd 		Selasa 		martedì		火曜日		Selasa 		화요일 				Tirsdag 		wtorek 						Вторник		martes		tisdag 		วันอังคาร 		Salı		thứ ba 		0
1002510	Days of Week	Wednesday	n		http://en.wiktionary.org/wiki/Wednesday#Translations	الأربعاء 		বুধবার 		星期三		星期三 		středa 		onsdag 		Woensdag		چهار شنبه 		keskiviikko 		mercredi		Mittwoch		Τετάρτη 		יום רביעי 		बुधवार 		szerda 		Rabu 		mercoledì		水曜日		Rebo 		수요일 				onsdag 		środa 						Среда		miércoles		onsdag 		วันพุธ 		Çarşamba		thứ tư 		0
1002520	Days of Week	Thursday	n		http://en.wiktionary.org/wiki/Thursday#Translations	الخميس 		বৃহস্পতিবার 		星期四		星期四 		čtvrtek 		torsdag 		Donderdag		پنج شنبه 		torstai 		jeudi		Donnerstag		Πέμπτη 		יום חמישי 		बृहस्पतिवार 		csütörtök 		Kamis 		giovedì		木曜日		Kamis 		목요일 				Torsdag 		czwartek 						Четверг		jueves		torsdag 		วันพฤหัสบดี 		Perşembe		thứ năm 		0
1002530	Days of Week	Friday	n		http://en.wiktionary.org/wiki/Friday#Translations	الجمعة 		শুক্রবার 		星期五		星期五 		pátek 		fredag 		Vrijdag		جمعه 		perjantai 		vendredi		Freitag		Παρασκευή 		יום שישי 		शुक्रवार 		péntek 		Jumat 		venerdì		金曜日		Jumat 		금요일 				fredag 		piątek 						Пятница		viernes		fredag 		วันศุกร์ 		Cuma		thứ sáu 		0
1002540	Days of Week	Saturday	n		http://en.wiktionary.org/wiki/Saturday#Translations	السبت 		শনিবার 		星期六		星期六 		sobota 		lørdag 		Zaterdag		روز شنبه 		lauantai 		samedi		Samstag		Σάββατο 		יום שבת 		शनिवार 		szombat 		Sabtu 		sabato		土曜日		Sabtu 		토요일 				lørdag 		sobota 						Суббота		sábado		lördag 		วันเสาร์ 		Cumartesi		thứ bảy 		0
1002550	Months	January	n		http://en.wiktionary.org/wiki/January#Translations	يناير 		জানুয়ারী 		一月		一月 		leden 		januar 		Januari		ژانویه 		tammikuu 		janvier		Januar		Ιανουάριος 		ינואר 		जनवरी 		január 		Januari 		Gennaio		一月		Januari 		1월 				januar 		styczeń 						Январь		enero		januari 		มกราคม 		Ocak		tháng giêng 		0
1002560	Months	February	n		http://en.wiktionary.org/wiki/February#Translations	فبراير 		ফেব্রুয়ারি 		二月		二月 		únor 		februar 		Februari		فوریه 		helmikuu 		février		Februar		Φεβρουάριος 		פבואר 		फरवरी 		február 		Februari 		Febbraio		二月		Februari 		2월 				februar 		luty 						Февраль		febrero		februari 		กุมภาพันธ์ 		Şubat		tháng hai 		0
1002570	Months	March	n		http://en.wiktionary.org/wiki/March#Translations	مسيرة 		মার্চ 		三月		三月 		březen 		marts 		Maart		مارس 		maaliskuu 		mars		März		Μάρτιος 		במרץ 		मार्च 		március 		Maret 		Marzo		三月		Maret 		행진 				mars 		marzec 						Март		marzo		mars 		มีนาคม 		Mart		tháng ba 		0
1002580	Months	April	n		http://en.wiktionary.org/wiki/April#Translations	نيسان 		এপ্রিল 		四月		四月 		duben 		april 		April		آوریل 		huhtikuu 		avril		April		Απρίλιος 		אפריל 		अप्रैल 		április 		April 		Aprile		四月		april 		4월 				april 		kwiecień 						Апрель		abril		april 		เมษายน 		Nisan		tháng tư 		0
1002590	Months	May	n		http://en.wiktionary.org/wiki/May#Translations	قد 		মে 		五月		五月 		květen 		maj 		Mei		مه 		toukokuu 		mai		Mai		Μάιος 		מאי 		मई 		május 		Mei 		Maggio		五月		Mei 		할 수있다 				mai 		maj 						Май		mayo		maj 		พฤษภาคม 		Mayıs		có thể 		0
1002600	Months	June	n		http://en.wiktionary.org/wiki/June#Translations	يونيو 		জুন 		六月		六月 		červen 		juni 		Juni		ژوئن 		kesäkuu 		juin		Juni		Ιούνιος 		יוני 		जून 		június 		Juni 		Giugno		六月		Juni 		유월 				juni 		czerwiec 						Июнь		junio		juni 		มิถุนายน 		Haziran		tháng sáu 		0
1002610	Months	July	n		http://en.wiktionary.org/wiki/July#Translations	يوليو 		জুলাই 		七月		七月 		červenec 		juli 		Juli		جولای 		heinäkuu 		juillet		Juli		Ιούλιος 		יולי 		जुलाई 		július 		Juli 		Luglio		七月		Juli 		7월 				juli 		lipiec 						Июль		julio		juli 		กรกฎาคม 		Temmuz		tháng bảy 		0
1002620	Months	August	n		http://en.wiktionary.org/wiki/August#Translations	أغسطس 		অগাস্ট 		八月		八月 		srpen 		august 		Augustus		اوت 		elokuu 		août		August		Αύγουστος 		נִשׂגָב 		अगस्त 		augusztus 		Agustus 		Agosto		八月		Agustus 		위엄있는 				august 		sierpień 						Август		agosto		augusti 		สิงหาคม 		Ağustos		tháng tám 		0
1002630	Months	September	n		http://en.wiktionary.org/wiki/September#Translations	سبتمبر 		সেপ্টেম্বর 		九月		九月 		září 		september 		September		سپتامبر 		syyskuu 		septembre		September		Σεπτέμβριος 		ספטמבר 		सितंबर 		szeptember 		September 		Settembre		九月		September 		9월 				september 		wrzesień 						Сентябрь		septiembre		september 		กันยายน 		Eylül		tháng chín 		0
1002640	Months	October	n		http://en.wiktionary.org/wiki/October#Translations	أكتوبر 		অক্টোবর 		十月		十月 		říjen 		oktober 		Oktober		اکتبر 		lokakuu 		octobre		Oktober		Οκτώβριος 		אוקטובר 		अक्टूबर 		október 		Oktober 		Ottobre		十月		Oktober 		10월 				oktober 		październik 						Октябрь		octubre		oktober 		ตุลาคม 		Ekim		tháng mười 		0
1002650	Months	November	n		http://en.wiktionary.org/wiki/November#Translations	تشرين الثاني 		নভেম্বর 		十一月		十一月 		listopad 		november 		November		نوامبر 		marraskuu 		novembre		November		Νοέμβριος 		נובמבר 		नवंबर 		november 		November 		Novembre		十一月		November 		11월 				november 		listopad 						Ноябрь		noviembre		november 		พฤศจิกายน 		Kasım		tháng mười một 		0
1002660	Months	December	n		http://en.wiktionary.org/wiki/December#Translations	ديسمبر		ডিসেম্বর		十二月		十二月		prosinec		december		December		دسامبر		joulukuu		décembre		Dezember		Δεκέμβριος		דצמבר		दिसंबर		december		Desember		Dicembre		十二月		Desember		12월				desember		grudzień						Декабрь		diciembre		december		ธันวาคม		Aralık		tháng mười hai		0
1002670	Common Page Names	About Us	phrase																																																																	0
1002680	Common Page Names	Contact Us	phrase																																																																	0
1002690	Common Page Names	Blog	n																																																																	0
1002700	Common Page Names	Home	n																																																																	0
1002710	Common Page Names	Gallery	n																																																																	0
1002720	Common Page Names	About								关于		關於						Over ons						Vers		Über												Su di noi		約 												Sobre		Sobre		О нас		Acerca de						Hakkında				0
1002730	Common Nouns	air	n		http://en.wiktionary.org/wiki/air#Translations	هواء 		বায়ু 		空气		空氣		vzduch 		luft 		lucht		هوا 		ilma 		air		Luft		αέρας 		אוויר 		हवा 		levegő 		udara 		aria		エア		hawa 		공기 		udara 		luft 		powietrze 		ar		ar		воздух		aire		luft 		อากาศ 		hava		không khí		10001501
1002740	Common Nouns	animal	n		http://en.wiktionary.org/wiki/animal#Translations	حيوان 		পশু 		动物		動物		zvíře 		dyr 		dier		حیوان 		eläin 		animal		Tier		ζώο 		בעלי חיים 		पशु 		állat 		hewan 		animale		動物		hewan 		동물 		hewan 		dyr 		zwierzę 		animal		animal		животное		animal		djur 		สัตว์ 		hayvan		động vật		10001584
1002750	Common Nouns	bird	n		http://en.wiktionary.org/wiki/bird#Translations	عصفور 		পাখি 		鸟		鳥		pták 		fugl 		vogel		پرنده 		lintu 		oiseau		Vogel		πουλί 		ציפור 		पक्षी 		madár 		burung 		uccello		鳥		burung 		새 		burung 		fugl 		ptak 		pássaro		pássaro		птица		pájaro		fågel 		นก 		kuş		con chim		1000523
1002760	Common Nouns	body	n		http://en.wiktionary.org/wiki/body#Translations	هيئة 		শরীর 		身体		身體		tělo 		krop 		lichaam		بدن 		runko 		corps		Körper		σώμα 		גוף 		शव 		test 		tubuh 		corpo		ボディ		awak 		몸 		tubuh 		kropp 		ciało 		corpo		corpo		тело		cuerpo		kropp 		ร่างกาย 		vücut		cơ thể		10002335
1002770	Common Nouns	book	n		http://en.wiktionary.org/wiki/book#Translations	كتاب 		বই 		书本		書本		kniha 		bog 		boek		کتاب 		kirja 		livre		Buch		βιβλίο 		ספר 		किताब 		könyv 		buku 		libro		本		buku 		책 		buku 		bok 		książka 		livro		livro		книга		libro		boken 		หนังสือ 		kitap		sách		1000484
1002780	Common Nouns	bottom	n		http://en.wiktionary.org/wiki/bottom#Translations	أسفل 		পাদ 		臀部		臀部		dno 		bund 		bodem		پایین 		pohja 		fesses		Hintern		κάτω μέρος 		תחתון 		तल 		alsó 		bagian bawah 		sedere		尻		dasar 		바닥 		bagian bawah 		bunnen 		dno 		traseiro		traseiro		задница		trasero		botten 		ก้น 		popo		đáy		1000598
1002790	Common Nouns	boy	n		http://en.wiktionary.org/wiki/boy#Translations	صبي 		ছেলে 		男孩		男孩		chlapec 		dreng 		jongen		پسر 		poika 		garçon		Junge		αγόρι 		ילד 		लड़का 		fiú 		anak laki-laki 		ragazzo		男の子		anak laki-laki 		소년 		anak laki-laki 		gutt 		chłopak 		menino		menino		мальчик		niño		pojke 		เด็กผู้ชาย 		delikanlı		con trai		1000516
1002800	Common Nouns	brother	n		http://en.wiktionary.org/wiki/brother#Translations	شقيق 		ভাই 		哥哥/弟弟		哥哥/弟弟		bratr 		bror 		broer		برادر 		veli 		frère		Bruder		αδελφός 		אח 		भाई 		testvér 		saudara 		fratello		兄弟		adi 		형제 		saudara 		bror 		brat 		irmão		irmão		брат		hermano		bror 		พี่ชาย 		erkek kardeş		em trai		1000463
1002810	Common Nouns	car	n		http://en.wiktionary.org/wiki/car#Translations	سيارة 		গাড়ী 		汽车		汽車		auto 		bil 		auto		اتومبیل 		auto 		voiture		Auto		αυτοκίνητο 		מכונית 		कार 		autó 		mobil 		automobile		車		mobil 		자동차 		mobil 		bil 		samochód 		carro		carro		машина		coche		bil 		รถ 		araba		ô tô		10002106
1002820	Common Nouns	case	n		http://en.wiktionary.org/wiki/case#Translations	حالة 		কেস 		案件		案件		pouzdro 		tilfælde 		案件		مورد 		asia 		cas		Fall		περίπτωση 		מקרה 		मामला 		ügy 		kasus 		caso		タンク		kasus 		경우 		kasus 		case 		sprawa 		caso		caso		случай		caso		fall 		กรณี 		caso		caso		10001999
1002830	Common Nouns	city	n		http://en.wiktionary.org/wiki/city#Translations	مدينة 		শহর 		城市		城市		město 		by 		stad		شهرستان 		kaupunki 		ville		Stadt		πόλη 		עיר 		शहर 		város 		kota 		città		都市 		kota 		도시 		kota 		by 		miasto 		cidade		cidade		город		ciudad		stad 		เมือง 		şehir		thành phố		10002082
1002840	Common Nouns	class	n		http://en.wiktionary.org/wiki/class#Translations	صنف 		বর্গ 		类		类		třída 		klasse 		类		کلاس 		luokka 		classe		Klasse		κατηγορία 		כיתה 		कक्षा 		osztály 		kelas 		classe		授業		kelas 		클래스 		kelas 		klasse 		klasa 		classe		classe		класс		clase		klass 		ชั้น 		clase		clase		10002091
1002850	Common Nouns	color	n		http://en.wiktionary.org/wiki/color#Translations	اللون 		রঙ 		颜色		顔色		barva 		farve 		kleur		رنگ 		väri 		couleur		Farbe		χρώμα 		צבע 		रंग 		szín 		warna 		colore		色		warna 		색 		warna 		farge 		kolor 		cor		cor		цвет		color		färg 		สี 		renk		màu sắc		10002127
1002860	Common Nouns	community	n		http://en.wiktionary.org/wiki/community#Translations	مجتمع 		সম্প্রদায় 		社区		社区		obec 		samfund 		社区		انجمن 		yhteisö 		communauté		Gemeinde		κοινότητα 		קהילה 		समुदाय 		közösség 		masyarakat 		comunità		コミュニティ		masyarakat 		집단 		masyarakat 		samfunnet 		społeczność 		comunidade		comunidade		сообщество		comunidad		gemenskap 		ชุมชน 		comunidad		comunidad		10002174
1002870	Common Nouns	country	n		http://en.wiktionary.org/wiki/country#Translations	بلد 		দেশ 		国家		國家		země 		land 		land		کشور 		maa 		pays		Land		χώρα 		מדינה 		देश 		ország 		negara 		paese		国		negara 		국가 		negara 		land 		kraj 		país		país		страна		país		land 		ประเทศ 		ülke		đất nước		10003784
1002880	Common Nouns	day	n		http://en.wiktionary.org/wiki/day#Translations	يوم 		দিন 		日		日		den 		dag 		dag		روز 		päivä 		jour		Tag		ημέρα 		יום 		दिन 		nap 		hari 		giorno		日		hari 		일 		hari 		dag 		dzień 		dia		dia		день		día		dag 		วัน 		gün		ngày		1000428
1002890	Common Nouns	dog	n		http://en.wiktionary.org/wiki/dog#Translations	الكلب 		কুকুর 		狗		狗		pes 		hund 		hond		سگ 		koira 		chien		Hund		σκύλος 		כלב 		कुत्ता 		kutya 		anjing 		cane		犬		anjing 		개 		anjing 		hund 		pies 		cão		cão		собака		perro		hund 		สุนัข 		köpek		con chó		1000540
1002900	Common Nouns	door	n		http://en.wiktionary.org/wiki/door#Translations	باب 		দরজা 		门		門		dveře 		dør 		deur		درب 		ovi 		porte		Tür		πόρτα 		דלת 		द्वार 		ajtó 		pintu 		porta		ドア 		pintu 		문 		pintu 		dør 		drzwi 		porta		porta		дверь		puerta		dörr 		ประตู 		kapı		cánh cửa		10004093
1002910	Common Nouns	end	n		http://en.wiktionary.org/wiki/end#Translations	نهاية 		শেষ 		结束		結束		konec 		ende 		einde		پایان 		pää 		fin		Ende		τέλος 		סוף 		समाप्त 		vég 		akhir 		fine		終わり		akhir 		끝 		akhir 		slutten 		koniec 		final		final		конец		fín		ände 		ปลาย 		son		kết thúc		10002787
1002920	Common Nouns	example	n		http://en.wiktionary.org/wiki/example#Translations	مثال 		উদাহরণ 		例子		例子		příklad 		eksempel 		例子		مثال 		esimerkki 		exemple		Beispiel		παράδειγμα 		דוגמא 		उदाहरण 		példa 		contoh 		esempio		例		contoh 		예 		contoh 		eksempel 		przykład 		exemplo		exemplo		пример		ejemplo		exempel 		ตัวอย่าง 		ejemplo		ejemplo		10002566
